claim_id,state,district,risk_score,risk_level,priority,decision_brief
FRA0650,Jharkhand,Gumla,15,LOW,Normal,"Claim FRA0650 from Gumla, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0651,Madhya Pradesh,Mandla,5,LOW,Normal,"Claim FRA0651 from Mandla, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0652,Madhya Pradesh,Mandla,35,MEDIUM,Moderate,"Claim FRA0652 from Mandla, Madhya Pradesh has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0653,Odisha,Mayurbhanj,25,LOW,Normal,"Claim FRA0653 from Mayurbhanj, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0654,Maharashtra,Nashik,35,MEDIUM,Moderate,"Claim FRA0654 from Nashik, Maharashtra has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0655,Chhattisgarh,Bastar,40,MEDIUM,Moderate,"Claim FRA0655 from Bastar, Chhattisgarh has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: High claim overlap | Multiple previous rejections | ML anomaly detected. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0656,Maharashtra,Nashik,35,MEDIUM,Moderate,"Claim FRA0656 from Nashik, Maharashtra has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0657,Maharashtra,Nandurbar,15,LOW,Normal,"Claim FRA0657 from Nandurbar, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0658,Madhya Pradesh,Mandla,15,LOW,Normal,"Claim FRA0658 from Mandla, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0659,Chhattisgarh,Kanker,0,LOW,Normal,"Claim FRA0659 from Kanker, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0660,Jharkhand,Simdega,0,LOW,Normal,"Claim FRA0660 from Simdega, Jharkhand has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0661,Maharashtra,Nandurbar,15,LOW,Normal,"Claim FRA0661 from Nandurbar, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0662,Chhattisgarh,Surguja,40,MEDIUM,Moderate,"Claim FRA0662 from Surguja, Chhattisgarh has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0663,Jharkhand,Ranchi,40,MEDIUM,Moderate,"Claim FRA0663 from Ranchi, Jharkhand has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0664,Madhya Pradesh,Balaghat,5,LOW,Normal,"Claim FRA0664 from Balaghat, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0665,Chhattisgarh,Bastar,0,LOW,Normal,"Claim FRA0665 from Bastar, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0666,Madhya Pradesh,Mandla,35,MEDIUM,Moderate,"Claim FRA0666 from Mandla, Madhya Pradesh has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0667,Jharkhand,Simdega,0,LOW,Normal,"Claim FRA0667 from Simdega, Jharkhand has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0668,Chhattisgarh,Kanker,20,LOW,Normal,"Claim FRA0668 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0669,Madhya Pradesh,Dindori,40,MEDIUM,Moderate,"Claim FRA0669 from Dindori, Madhya Pradesh has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0670,Chhattisgarh,Bastar,15,LOW,Normal,"Claim FRA0670 from Bastar, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0671,Madhya Pradesh,Mandla,20,LOW,Normal,"Claim FRA0671 from Mandla, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0672,Chhattisgarh,Kanker,20,LOW,Normal,"Claim FRA0672 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0673,Odisha,Koraput,30,LOW,Normal,"Claim FRA0673 from Koraput, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0674,Jharkhand,Ranchi,5,LOW,Normal,"Claim FRA0674 from Ranchi, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0675,Odisha,Koraput,5,LOW,Normal,"Claim FRA0675 from Koraput, Odisha has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0676,Odisha,Keonjhar,15,LOW,Normal,"Claim FRA0676 from Keonjhar, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0677,Madhya Pradesh,Balaghat,40,MEDIUM,Moderate,"Claim FRA0677 from Balaghat, Madhya Pradesh has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0678,Chhattisgarh,Kanker,20,LOW,Normal,"Claim FRA0678 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
