claim_id,state,district,latitude,longitude,ml_anomaly,risk_score,risk_level,reasons,recommended_action,priority,decision_brief
FRA0646,Maharashtra,Nashik,19.850631,73.856313,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0646 from Nashik, Maharashtra has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0647,Jharkhand,Simdega,22.573916,84.429528,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0647 from Simdega, Jharkhand has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0648,Madhya Pradesh,Balaghat,21.792581,80.157486,NO,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0648 from Balaghat, Madhya Pradesh has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0649,Madhya Pradesh,Dindori,23.086441,81.112615,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0649 from Dindori, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0650,Jharkhand,Gumla,22.896258,84.390499,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0650 from Gumla, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0651,Madhya Pradesh,Mandla,22.56633,80.425437,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0651 from Mandla, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0652,Madhya Pradesh,Mandla,22.619687,80.505174,NO,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0652 from Mandla, Madhya Pradesh has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0653,Odisha,Mayurbhanj,21.805897,86.57683,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0653 from Mayurbhanj, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0654,Maharashtra,Nashik,20.069799,73.862336,NO,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0654 from Nashik, Maharashtra has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0655,Chhattisgarh,Bastar,19.22913,81.828234,YES,40,MEDIUM,High claim overlap | Multiple previous rejections | ML anomaly detected,,Moderate,"Claim FRA0655 from Bastar, Chhattisgarh has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: High claim overlap | Multiple previous rejections | ML anomaly detected. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0656,Maharashtra,Nashik,20.097817,73.916629,NO,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0656 from Nashik, Maharashtra has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0657,Maharashtra,Nandurbar,21.391119,74.351512,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0657 from Nandurbar, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0658,Madhya Pradesh,Mandla,22.617652,80.258996,YES,15,LOW,Multiple previous rejections | ML anomaly detected,,Normal,"Claim FRA0658 from Mandla, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0659,Chhattisgarh,Kanker,20.292498,81.51155,NO,0,LOW,,,Normal,"Claim FRA0659 from Kanker, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0660,Jharkhand,Simdega,22.623727,84.591406,NO,0,LOW,,,Normal,"Claim FRA0660 from Simdega, Jharkhand has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0661,Maharashtra,Nandurbar,21.356731,74.261328,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0661 from Nandurbar, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0662,Chhattisgarh,Surguja,22.886303,83.110416,NO,40,MEDIUM,Long processing delay | High claim overlap,,Moderate,"Claim FRA0662 from Surguja, Chhattisgarh has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0663,Jharkhand,Ranchi,23.485994,85.409856,NO,40,MEDIUM,Long processing delay | High claim overlap,,Moderate,"Claim FRA0663 from Ranchi, Jharkhand has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0664,Madhya Pradesh,Balaghat,21.924155,80.284956,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0664 from Balaghat, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0665,Chhattisgarh,Bastar,19.200538,81.88724,NO,0,LOW,,,Normal,"Claim FRA0665 from Bastar, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0666,Madhya Pradesh,Mandla,22.670706,80.269136,NO,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0666 from Mandla, Madhya Pradesh has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0667,Jharkhand,Simdega,22.733295,84.428914,NO,0,LOW,,,Normal,"Claim FRA0667 from Simdega, Jharkhand has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0668,Chhattisgarh,Kanker,20.164444,81.401948,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0668 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0669,Madhya Pradesh,Dindori,23.046665,80.979835,NO,40,MEDIUM,Long processing delay | High claim overlap,,Moderate,"Claim FRA0669 from Dindori, Madhya Pradesh has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0670,Chhattisgarh,Bastar,19.023912,82.052875,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0670 from Bastar, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0671,Madhya Pradesh,Mandla,22.578198,80.447315,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0671 from Mandla, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
